ppg_wave, bcg_raw
62.64285714285714,1543.0
62.964285714285715,1561.0
63.285714285714285,1561.0
65.57936507936508,1551.0
67.87301587301587,1545.0
70.16666666666667,1531.0
73.25396825396825,1518.0
76.34126984126985,1505.0
79.42857142857143,1510.0
80.78571428571429,1525.0
82.14285714285714,1528.0
83.5,1544.0
82.72222222222223,1546.0
81.94444444444444,1551.0
81.16666666666667,1547.0
79.41071428571429,1546.0
77.6547619047619,1544.0
75.89880952380952,1538.0
74.14285714285714,1535.0
72.53968253968253,1532.0
70.93650793650794,1529.0
69.33333333333333,1536.0
68.46031746031746,1530.0
67.58730158730158,1532.0
66.71428571428571,1513.0
65.03174603174602,1513.0
63.34920634920635,1519.0
61.666666666666664,1516.0
59.44444444444444,1514.0
57.22222222222222,1515.0
55.0,1525.0
53.25,1526.0
51.5,1521.0
49.75,1525.0
48.0,1523.0
46.27777777777778,1503.0
44.55555555555556,1504.0
42.833333333333336,1507.5
42.88888888888889,1511.0
42.94444444444444,1507.0
43.0,1518.0
44.833333333333336,1516.0
46.666666666666664,1504.0
48.5,1494.0
51.27777777777778,1472.0
54.05555555555556,1459.0
56.833333333333336,1458.0
58.48214285714286,1455.0
60.13095238095238,1456.0
61.779761904761905,1460.0
63.42857142857143,1475.0
63.73015873015873,1475.0
64.03174603174602,1483.0
64.33333333333333,1491.0
62.80952380952381,1499.0
61.285714285714285,1485.0
60.75595238095238,1488.0
60.226190476190474,1502.0
59.69642857142857,1503.0
59.166666666666664,1509.0
59.11111111111111,1515.0
59.05555555555556,1509.0
59.0,1511.0
58.60714285714286,1507.0
58.214285714285715,1500.0
57.82142857142857,1498.0
57.42857142857143,1500.0
56.84126984126984,1509.0
56.25396825396825,1510.0
55.666666666666664,1516.0
55.682539682539684,1515.0
55.698412698412696,1524.0
55.714285714285715,1529.0
56.03174603174603,1535.0
56.34920634920635,1517.0
56.666666666666664,1527.0
56.55555555555556,1522.0
56.44444444444444,1506.0
56.333333333333336,1499.0
56.07142857142857,1504.0
55.80952380952381,1503.0
55.54761904761905,1518.0
55.285714285714285,1525.0
56.357142857142854,1526.0
57.42857142857143,1516.0
58.5,1486.0
60.61904761904762,1476.0
62.73809523809524,1458.0
64.85714285714286,1458.0
65.90476190476191,1471.0
66.95238095238095,1480.0
68.0,1480.0
67.61111111111111,1504.0
67.22222222222221,1503.0
66.83333333333333,1503.0
66.16071428571428,1508.0
65.48809523809524,1499.0
64.81547619047619,1509.0
64.14285714285714,1512.0
63.26190476190476,1529.0
62.38095238095238,1530.0
61.5,1531.0
60.39285714285714,1537.0
59.285714285714285,1544.0
58.79761904761905,1547.5
58.30952380952381,1551.0
57.82142857142857,1567.0
57.333333333333336,1585.0
56.55555555555556,1601.0
55.77777777777778,1613.0
55.0,1625.0
54.17857142857143,1620.0
53.35714285714286,1627.0
52.535714285714285,1628.0
51.714285714285715,1635.0
50.698412698412696,1629.0
49.682539682539684,1633.0
48.666666666666664,1635.0
47.77777777777778,1637.0
46.888888888888886,1632.0
46.0,1627.0
45.166666666666664,1629.0
44.333333333333336,1625.0
43.5,1616.0
42.72222222222222,1604.5
41.94444444444444,1589.0
41.166666666666664,1594.0
41.11111111111111,1593.0
41.05555555555556,1603.0
41.0,1597.0
42.416666666666664,1589.0
43.83333333333333,1565.0
45.25,1544.0
46.666666666666664,1524.0
49.69047619047619,1516.0
52.714285714285715,1520.0
52.74404761904762,1524.0
52.773809523809526,1527.0
52.80357142857143,1530.0
52.833333333333336,1538.0
52.05555555555556,1534.0
51.27777777777778,1542.0
50.5,1538.0
49.875,1538.0
49.25,1538.0
48.625,1545.0
48.0,1543.0
47.44444444444444,1544.0
46.88888888888889,1532.0
46.333333333333336,1524.0
45.98412698412699,1523.0
45.63492063492063,1510.0
45.285714285714285,1512.0
44.69047619047619,1510.0
44.095238095238095,1509.0
43.5,1516.0
42.833333333333336,1514.0
42.166666666666664,1520.0
41.5,1514.0
40.98214285714286,1518.0
40.464285714285715,1503.0
39.94642857142857,1496.0
39.42857142857143,1496.0
38.785714285714285,1502.0
38.142857142857146,1504.0
37.5,1500.0
36.857142857142854,1493.0
36.214285714285715,1488.0
35.57142857142857,1479.0
35.15873015873016,1471.0
34.74603174603175,1461.0
34.333333333333336,1480.0
34.611111111111114,1474.0
34.888888888888886,1489.0
35.166666666666664,1485.0
37.160714285714285,1475.0
39.154761904761905,1462.0
41.148809523809526,1444.0
43.142857142857146,1434.0
45.761904761904766,1419.0
48.38095238095238,1425.0
51.0,1434.0
50.333333333333336,1429.0
49.666666666666664,1443.0
49.0,1457.0
44.44444444444444,1459.0
39.88888888888889,1458.0
35.333333333333336,1447.0
29.166666666666668,1453.0
23.0,1466.0
16.833333333333332,1461.0
12.936507936507935,1480.0
9.039682539682538,1476.0
5.142857142857143,1474.0
5.107142857142858,1470.0
5.071428571428571,1473.0
5.035714285714286,1475.0
5.0,1480.0
5.285714285714286,1477.0
5.571428571428571,1476.5
5.857142857142857,1476.0
7.404761904761904,1480.0
8.952380952380953,1476.5
10.5,1473.0
12.444444444444445,1488.0
14.388888888888888,1490.0
16.333333333333332,1492.0
16.793650793650794,1482.0
17.253968253968253,1487.0
17.714285714285715,1480.0
16.99404761904762,1490.0
16.273809523809526,1479.0
15.553571428571429,1492.0
14.833333333333334,1483.0
15.174603174603176,1483.0
15.515873015873016,1471.0
15.857142857142858,1468.0
17.849206349206348,1477.0
19.841269841269842,1477.5
21.833333333333332,1478.0
24.61111111111111,1493.5
27.38888888888889,1502.0
30.166666666666668,1488.0
33.920634920634924,1476.0
37.67460317460318,1449.0
41.42857142857143,1454.0
43.32142857142857,1453.0
45.214285714285715,1451.0
47.10714285714286,1451.0
49.0,1467.0
49.476190476190474,1480.0
49.952380952380956,1480.0
50.42857142857143,1481.0
49.84126984126984,1473.0
49.25396825396825,1478.0
48.666666666666664,1485.0
48.27777777777778,1484.0
47.888888888888886,1493.0
47.5,1502.0
47.476190476190474,1498.0
47.452380952380956,1493.0
47.42857142857143,1497.0
47.61309523809524,1492.0
47.79761904761905,1496.0
47.982142857142854,1497.0
48.166666666666664,1497.0
48.44444444444444,1501.0
48.72222222222222,1496.0
49.0,1503.0
49.0,1507.0
49.0,1513.0
49.0,1511.0
49.16666666666667,1507.0
49.333333333333336,1507.0
49.392857142857146,1503.0
49.45238095238095,1498.0
49.51190476190476,1495.0
49.57142857142857,1497.0
49.26190476190476,1495.0
48.95238095238095,1502.0
48.642857142857146,1508.0
48.333333333333336,1500.0
47.38095238095238,1501.0
46.42857142857143,1489.0
46.07142857142857,1480.0
45.714285714285715,1485.0
45.35714285714286,1498.0
45.0,1501.0
46.33333333333333,1515.0
47.666666666666664,1517.5
49.82142857142857,1520.0
51.976190476190474,1514.0
54.13095238095238,1508.0
56.285714285714285,1481.0
58.579365079365076,1472.0
60.87301587301587,1457.0
63.166666666666664,1457.0
63.11111111111111,1459.0
63.05555555555556,1476.0
63.0,1490.0
62.25,1498.0
61.5,1504.0
60.75,1495.0
60.0,1493.0
59.22222222222222,1502.0
58.44444444444444,1503.0
57.666666666666664,1509.0
57.15873015873016,1511.0
56.65079365079365,1510.0
56.142857142857146,1516.0
55.761904761904766,1515.0
55.38095238095238,1512.0
55.0,1498.0
54.57142857142857,1511.0
54.142857142857146,1515.0
53.714285714285715,1514.5
53.11904761904762,1514.0
52.523809523809526,1521.0
51.92857142857143,1514.0
51.333333333333336,1523.0
50.5,1536.0
49.66666666666667,1533.0
48.833333333333336,1545.0
48.12698412698413,1545.0
47.420634920634924,1552.0
46.714285714285715,1568.0
45.976190476190474,1577.0
45.23809523809524,1583.0
44.5,1597.0
43.714285714285715,1607.0
42.92857142857143,1610.0
42.142857142857146,1609.0
41.69047619047619,1604.0
41.23809523809524,1603.0
40.78571428571429,1597.0
40.333333333333336,1598.0
40.16666666666667,1606.5
40.0,1612.0
39.833333333333336,1601.0
41.98412698412699,1597.5
44.13492063492063,1594.0
46.285714285714285,1576.0
49.857142857142854,1549.0
53.42857142857143,1531.0
57.0,1526.0
58.23809523809524,1537.0
59.476190476190474,1542.0
60.714285714285715,1545.0
59.99404761904762,1553.0
59.273809523809526,1556.0
58.55357142857143,1562.0
57.833333333333336,1567.0
56.77777777777778,1552.0
55.72222222222222,1553.0
54.666666666666664,1567.0
53.82539682539682,1571.5
52.98412698412699,1576.0
52.142857142857146,1567.0
51.70634920634921,1565.5
51.26984126984127,1562.0
50.833333333333336,1560.0
50.26984126984127,1559.0
49.70634920634921,1558.0
49.142857142857146,1560.0
48.48214285714286,1557.0
47.82142857142857,1554.0
47.160714285714285,1547.0
46.5,1553.0
45.55555555555556,1545.0
44.61111111111111,1549.0
43.666666666666664,1533.0
42.77777777777778,1536.0
41.888888888888886,1525.0
41.0,1525.0
40.27777777777778,1517.0
39.55555555555556,1526.0
38.833333333333336,1506.0
38.17460317460318,1510.0
37.51587301587301,1508.0
36.857142857142854,1501.0
36.476190476190474,1496.0
36.095238095238095,1488.0
35.714285714285715,1483.0
35.333333333333336,1479.0
35.05555555555556,1477.0
34.77777777777778,1489.0
34.5,1486.0
36.857142857142854,1480.0
39.214285714285715,1466.0
41.57142857142857,1457.0
46.1031746031746,1430.0
50.63492063492063,1415.0
55.166666666666664,1411.0
57.11111111111111,1415.0
59.05555555555556,1415.0
61.0,1434.0
60.5,1442.0
60.0,1453.0
59.5,1449.0
59.0,1449.0
58.05555555555556,1445.0
57.11111111111111,1451.0
56.166666666666664,1449.0
55.53968253968254,1462.0
54.91269841269841,1468.0
54.285714285714285,1473.0
54.13492063492063,1474.0
53.98412698412699,1465.0
53.833333333333336,1468.0
53.507936507936506,1460.0
53.182539682539684,1467.0
52.857142857142854,1475.0
52.39285714285714,1479.0
51.92857142857143,1481.0
51.464285714285715,1478.0
51.0,1480.0
49.833333333333336,1485.0
48.666666666666664,1488.0
47.5,1493.0
46.523809523809526,1481.0
45.547619047619044,1480.0
44.57142857142857,1488.0
43.714285714285715,1494.0
42.857142857142854,1495.0
42.0,1491.0
41.19047619047619,1494.0
40.38095238095238,1486.0
39.57142857142857,1493.0
39.05357142857143,1490.0
38.535714285714285,1470.0
38.01785714285714,1459.0
37.5,1477.0
37.666666666666664,1490.0
37.833333333333336,1498.0
38.0,1506.0
41.666666666666664,1495.5
45.333333333333336,1473.0
49.0,1448.0
54.05555555555556,1446.0
59.111111111111114,1444.0
64.16666666666667,1447.0
65.73015873015873,1466.0
67.2936507936508,1458.0
68.85714285714286,1460.0
68.30952380952381,1476.0
67.76190476190476,1490.0
67.21428571428572,1490.0
66.66666666666667,1490.0
65.41666666666667,1477.0
64.16666666666667,1486.0
63.55357142857143,1500.0
62.94047619047619,1503.0
62.327380952380956,1504.0
61.714285714285715,1495.0
61.25396825396825,1495.5
60.7936507936508,1496.0
60.333333333333336,1502.0
59.74603174603175,1496.0
59.15873015873016,1492.0
58.57142857142857,1490.0
57.80357142857143,1497.0
57.035714285714285,1502.0
56.26785714285714,1504.0
55.5,1498.0
54.5,1500.0
53.5,1500.0
52.5,1502.0
51.285714285714285,1504.0
50.07142857142857,1497.0
48.857142857142854,1495.0
47.738095238095234,1497.0
46.61904761904762,1498.0
45.5,1502.0
44.42857142857143,1512.0
43.357142857142854,1513.0
42.285714285714285,1508.0
41.50595238095238,1502.0
40.726190476190474,1486.0
39.94642857142857,1485.0
39.166666666666664,1495.0
39.0,1499.0
38.83333333333333,1508.0
38.666666666666664,1514.0
42.53968253968254,1505.0
46.41269841269841,1503.0
50.285714285714285,1480.0
56.07936507936508,1460.0
61.87301587301587,1462.0
67.66666666666667,1462.0
69.44444444444444,1469.0
71.22222222222223,1471.0
73.0,1480.0
72.33333333333333,1486.0
71.66666666666666,1497.0
71.0,1496.0
70.33333333333333,1496.0
69.33333333333333,1493.0
68.33333333333333,1495.0
67.33333333333333,1495.0
66.46031746031746,1516.0
65.58730158730158,1514.0
64.71428571428571,1515.0
64.25396825396825,1520.0
63.79365079365079,1539.0
63.333333333333336,1546.0
62.46031746031746,1546.0
61.58730158730159,1551.0
60.714285714285715,1551.0
59.74404761904762,1559.0
58.773809523809526,1560.0
57.80357142857143,1564.0
56.833333333333336,1560.0
55.333333333333336,1572.0
53.833333333333336,1584.0
52.333333333333336,1582.0
50.98412698412699,1589.0
49.63492063492063,1577.0
48.285714285714285,1584.5
47.023809523809526,1591.25
45.76190476190476,1598.0
44.5,1607.0
43.095238095238095,1619.0
41.69047619047619,1616.0
40.285714285714285,1604.0
39.339285714285715,1595.0
38.39285714285714,1599.0
37.44642857142857,1590.0
36.5,1579.0
35.5,1580.0
34.5,1570.0
33.5,1575.0
34.80952380952381,1579.0
36.11904761904762,1581.0
37.42857142857143,1565.0
43.84126984126984,1553.0
50.25396825396825,1519.0
56.666666666666664,1518.5
62.06349206349206,1518.0
67.46031746031747,1513.0
72.85714285714286,1531.0
73.05952380952381,1536.0
73.26190476190476,1546.0
73.46428571428572,1556.0
73.66666666666667,1556.0
72.22222222222223,1550.0
70.77777777777777,1548.0
69.33333333333333,1547.0
68.17460317460318,1545.0
67.01587301587301,1556.0
65.85714285714286,1554.0
65.23809523809524,1553.0
64.61904761904762,1532.5
64.0,1538.0
63.857142857142854,1538.0
63.714285714285715,1534.0
63.57142857142857,1538.0
62.76190476190476,1534.0
61.95238095238095,1530.0
61.142857142857146,1532.0
60.333333333333336,1528.0
58.833333333333336,1516.0
57.333333333333336,1520.0
55.833333333333336,1514.0
54.22222222222222,1512.0
52.611111111111114,1495.0
51.0,1496.0
49.72222222222222,1501.0
48.44444444444444,1499.0
47.166666666666664,1496.0
46.01587301587301,1495.0
44.86507936507937,1490.0
43.714285714285715,1482.0
42.910714285714285,1479.0
42.10714285714286,1478.0
41.30357142857143,1468.0
40.5,1469.0
39.44444444444444,1460.0
38.38888888888889,1465.0
37.333333333333336,1474.0
38.55555555555556,1483.0
39.77777777777778,1475.0
41.0,1468.0
48.0,1455.0
55.0,1437.0
62.0,1415.0
68.28571428571429,1417.0
74.57142857142857,1423.0
80.85714285714286,1430.0
81.51785714285714,1437.0
82.17857142857143,1437.0
82.83928571428572,1437.0
83.5,1452.0
82.44444444444444,1454.0
81.38888888888889,1458.0
80.33333333333333,1453.0
79.03174603174602,1451.0
77.73015873015873,1458.0
76.42857142857143,1469.0
75.5079365079365,1478.0
74.5873015873016,1467.0
73.66666666666667,1466.0
73.20634920634922,1462.0
72.74603174603175,1460.0
72.28571428571429,1455.0
71.29761904761905,1460.0
70.30952380952381,1458.0
69.32142857142857,1460.0
68.33333333333333,1461.0
65.41666666666666,1467.0
62.5,1466.0
60.875,1469.0
59.25,1465.0
57.625,1471.0
56.0,1476.0
53.833333333333336,1469.0
51.666666666666664,1463.0
49.5,1461.5
47.666666666666664,1464.75
45.833333333333336,1468.0
44.0,1476.0
42.75,1473.0
41.5,1478.0
40.25,1468.0
39.0,1471.0
38.0,1466.0
37.0,1458.0
35.2,1466.0
35.609523809523814,1469.0
36.01904761904762,1476.0
36.42857142857143,1477.0
42.507936507936506,1479.0
48.58730158730159,1468.0
54.666666666666664,1443.0
62.49206349206349,1430.0
70.31746031746032,1421.0
78.14285714285714,1432.0
80.98412698412699,1431.0
83.82539682539682,1438.0
86.66666666666667,1445.0
86.33333333333334,1463.0
86.0,1458.0
85.66666666666667,1470.0
84.71428571428572,1458.0
83.76190476190476,1452.0
82.80952380952381,1461.0
81.85714285714286,1471.0
80.12698412698413,1487.0
78.3968253968254,1487.0
76.66666666666667,1490.0
75.15873015873017,1488.5
73.65079365079364,1480.0
72.14285714285714,1478.0
70.59523809523809,1473.0
69.04761904761905,1472.0
67.5,1478.0
65.38888888888889,1486.0
63.27777777777778,1482.5
61.166666666666664,1479.0
59.26785714285714,1480.0
57.36904761904762,1480.0
55.470238095238095,1488.0
53.57142857142857,1488.0
51.38095238095238,1489.0
49.19047619047619,1485.0
47.0,1482.0
45.19047619047619,1482.0
43.38095238095238,1487.0
41.57142857142857,1486.0
39.547619047619044,1491.0
37.523809523809526,1497.0
35.5,1499.0
33.5,1502.0
31.5,1487.0
29.5,1476.0
28.05357142857143,1472.0
26.607142857142858,1474.0
25.160714285714285,1482.0
23.714285714285715,1489.0
25.92063492063492,1498.0
28.126984126984127,1510.0
30.333333333333332,1500.0
39.41269841269841,1495.0
48.492063492063494,1471.0
57.57142857142857,1453.0
64.4920634920635,1464.0
71.4126984126984,1475.0
78.33333333333333,1480.0
79.11111111111111,1496.0
79.88888888888889,1518.0
80.66666666666667,1540.0
79.67857142857143,1545.0
78.69047619047619,1544.0
77.70238095238095,1548.0
76.71428571428571,1543.0
74.97619047619047,1553.0
73.23809523809524,1567.0
71.5,1582.0
70.0952380952381,1582.0
68.69047619047619,1582.0
67.28571428571429,1582.0
66.02380952380953,1581.0
64.76190476190476,1580.0
63.5,1578.0
61.388888888888886,1581.0
59.27777777777778,1576.0
57.166666666666664,1570.0
54.80357142857143,1572.0
52.44047619047619,1568.0
50.07738095238095,1563.0
47.714285714285715,1560.0
44.920634920634924,1556.0
42.12698412698413,1557.0
39.333333333333336,1550.0
36.88888888888889,1547.0
34.44444444444444,1545.0
32.0,1545.0
29.72222222222222,1546.0
27.444444444444446,1550.0
25.166666666666668,1552.0
22.944444444444446,1535.0
20.72222222222222,1538.0
18.5,1546.0
16.875,1538.0
15.25,1529.0
13.625,1523.0
12.0,1525.0
10.5,1526.0
9.0,1524.0
7.5,1533.0
11.476190476190476,1533.0
15.452380952380953,1533.0
19.428571428571427,1519.0
30.507936507936506,1493.5
41.58730158730159,1460.0
52.666666666666664,1464.0
59.5,1466.0
66.33333333333334,1468.0
73.16666666666667,1472.0
73.30357142857143,1471.0
73.44047619047619,1479.0
73.57738095238095,1488.0
73.71428571428571,1483.0
71.64285714285714,1491.0
69.57142857142857,1475.0
67.5,1472.0
65.52380952380952,1497.0
63.547619047619044,1499.0
61.57142857142857,1497.0
60.6031746031746,1481.0
59.63492063492063,1479.0
58.666666666666664,1473.0
57.94444444444444,1476.0
57.22222222222222,1470.0
56.5,1469.0
54.94642857142857,1473.0
53.39285714285714,1469.0
51.839285714285715,1469.0
50.285714285714285,1469.0
47.24603174603175,1470.0
44.2063492063492,1471.0
41.166666666666664,1477.0
38.492063492063494,1479.0
35.817460317460316,1470.0
33.142857142857146,1470.0
30.873015873015873,1464.0
28.603174603174605,1473.0
26.333333333333332,1478.0
24.055555555555554,1483.0
21.77777777777778,1492.0
19.5,1483.0
17.875,1480.0
16.25,1474.0
14.625,1469.0
13.0,1464.0
11.222222222222221,1463.0
9.444444444444445,1467.0
7.666666666666667,1480.0
11.634920634920636,1479.0
15.603174603174605,1481.0
19.571428571428573,1466.0
31.380952380952383,1446.0
43.19047619047619,1433.0
55.0,1412.0
62.5,1414.0
70.0,1415.0
77.5,1428.0
78.08928571428572,1439.0
78.67857142857143,1440.0
79.26785714285714,1458.0
79.85714285714286,1454.0
78.34920634920636,1460.0
76.84126984126983,1461.0
75.33333333333333,1454.0
73.07936507936508,1458.0
70.82539682539682,1471.0
68.57142857142857,1486.0
66.88095238095238,1491.0
65.19047619047619,1497.0
63.5,1481.0
62.611111111111114,1473.0
61.72222222222222,1486.0
60.833333333333336,1480.0
59.23214285714286,1483.0
57.63095238095238,1482.0
56.029761904761905,1477.0
54.42857142857143,1492.0
51.06349206349206,1486.0
47.6984126984127,1493.0
44.333333333333336,1490.0
40.84126984126984,1493.0
37.34920634920635,1495.0
33.857142857142854,1493.0
31.126984126984127,1487.0
28.396825396825395,1484.0
25.666666666666668,1487.5
23.27777777777778,1490.25
20.88888888888889,1493.0
18.5,1489.0
16.696428571428573,1498.0
14.892857142857142,1494.0
13.089285714285715,1502.0
11.285714285714286,1502.0
9.357142857142858,1488.0
7.428571428571429,1483.0
5.5,1476.0
5.571428571428571,1486.0
5.642857142857143,1494.0
5.714285714285714,1504.0
11.865079365079366,1509.0
18.015873015873016,1492.0
24.166666666666668,1470.0
36.22222222222223,1458.0
48.277777777777786,1449.0
60.333333333333336,1444.0
65.89285714285714,1453.0
71.45238095238095,1454.0
77.01190476190476,1472.0
82.57142857142857,1477.0
82.60317460317461,1482.0
82.63492063492063,1483.0
82.66666666666667,1485.0
80.96825396825398,1487.0
79.26984126984127,1488.0
77.57142857142857,1494.0
75.60317460317461,1496.0
73.63492063492063,1507.0
71.66666666666667,1509.0
70.44444444444444,1508.0
69.22222222222223,1501.0
68.0,1503.0
67.28571428571428,1502.0
66.57142857142857,1504.0
65.85714285714286,1503.0
65.14285714285714,1505.5
62.98412698412698,1508.0
60.82539682539682,1508.0
58.666666666666664,1506.0
55.3015873015873,1521.0
51.93650793650794,1527.0
48.57142857142857,1533.0
45.214285714285715,1531.0
41.857142857142854,1537.0
38.5,1550.0
35.888888888888886,1555.0
33.27777777777778,1569.0
30.666666666666668,1569.0
28.607142857142858,1577.0
26.547619047619047,1582.0
24.488095238095237,1594.0
22.428571428571427,1596.0
19.674603174603174,1590.0
16.92063492063492,1596.0
14.166666666666666,1589.0
11.825396825396826,1584.5
9.484126984126984,1580.0
7.142857142857143,1577.0
6.984126984126984,1584.0
6.825396825396826,1589.0
6.666666666666667,1595.0
14.0,1593.0
21.333333333333332,1585.0
28.666666666666668,1575.0
39.35714285714286,1551.0
50.04761904761905,1534.0
60.73809523809524,1517.0
71.42857142857143,1528.0
77.84126984126985,1531.0
84.25396825396825,1532.0
90.66666666666667,1539.0
